video_id,index,action,timestamp
P01_05,46,close(cupboard),142.09
P01_05,47,close(cupboard),142.18
P01_05,48,close(cupboard),144.51
P01_05,49,open(cupboard),146.57
P01_05,50,take(potato),148.26
P01_05,51,put-into(lid),152.52
P01_05,52,close(cupboard),156.88
P01_05,53,move(sausage),159.46
P01_05,54,move(board:cutting),161.56
P01_05,55,take(kettle),164.89
P01_05,56,open(kettle),166.43
P01_05,57,turn-off(top),168.05
P01_05,58,pour-into(water),168.84
P01_05,59,close(kettle),180.35
P01_05,60,turn-off(tap),180.67
P01_05,61,put-down(kettle),182.3
P01_05,62,turn-on(kettle),184.18
P01_05,63,take(spoon),186.77
P01_05,64,open(drawer),190.41
P01_05,65,put(spoon),191.24
P01_05,66,close(drawer),191.57
P01_05,67,take(cloth),192.78
P01_05,68,hang(cloth),195.11
P01_05,69,open(drawer),196.86
P01_05,70,take(knife),197.68
P01_05,71,close(drawer),199.24
P01_05,72,put-down(knife),200.5
P01_05,73,move(knife),201.38
P01_05,74,peel(potato),202.76
P01_05,75,peel(potato),223.15
P01_05,76,peel(potato),236.82
P01_05,77,peel(potato),243.2
P01_05,78,peel(potato),247.83
P01_05,79,put-down(potato),264.72
P01_05,80,slice(potato),267.23
P01_05,81,slice(potato),267.88
P01_05,82,put-down(knife),288.03
P01_05,83,take(knife),288.46
P01_05,84,open(drawer),290.15
P01_05,85,put-in(knife),291.21
P01_05,86,close(drawer),292.02
P01_05,87,take(saucepan),293.84
P01_05,88,put-on(saucepan),294.86
P01_05,89,dry(hand),296.29
P01_05,90,take(cloth),296.85
P01_05,91,move(board:cutting),299.37
P01_05,92,take(skin:potato),301.93
P01_05,93,open(bin),310.13
P01_05,94,throw-into(skin),311.11
P01_05,95,take(cloth),313.2
P01_05,96,dry(hand),314.46
P01_05,97,open(bin),325.58
P01_05,98,close(bin),326.87
P01_05,99,dry(hand),329.56
P01_05,100,turn-on(hob),334.82
P01_05,101,open(cupboard),337.82
P01_05,102,take(pan:frying),341.03
P01_05,103,close(cupboard),343.84
P01_05,104,put-on(pan),347.48
P01_05,105,take(kettle),374.48
P01_05,106,pour-into(water),379.96
P01_05,107,pour(water),384.26
P01_05,108,put-down(kettle),390.3
P01_05,109,take(salt),396.68
P01_05,110,open(drawer),398.72
P01_05,111,take(spoon),399.68
P01_05,112,close(drawer),400.78
P01_05,113,open(salt),402.72
P01_05,114,pour-into(salt),404.95
P01_05,115,pour(salt),408.58
P01_05,116,put-down(salt),412.98
P01_05,117,put-down(spoon),413.83
P01_05,118,take(board:cutting),414.86
P01_05,119,pour-into(potato),417.52
P01_05,120,put-down(board:cutting),425.69
P01_05,121,throw(sausage),432.35
P01_05,122,take(sausage),439.19
P01_05,123,open(box:sausage),440.38
P01_05,124,throw-into(plastic),459.24
P01_05,125,close(bin),461.42
P01_05,126,dry(hand),465.0
P01_05,127,open(cupboard),468.96
P01_05,128,take(board:cutting),470.59
P01_05,129,close(cupboard),472.37
P01_05,130,move(bottle),475.67
P01_05,131,move(glass),477.54
P01_05,132,move(glass),478.52
P01_05,133,put-down(board:cutting),480.62
P01_05,134,open(drawer),481.67
P01_05,135,take(knife),483.18
P01_05,136,take(bread),485.43
P01_05,137,put-down(bread),490.03
P01_05,138,slice(bread),492.19
P01_05,139,slice(bread),498.23
P01_05,140,put-down(knife),507.63
P01_05,141,take(bag:bread),510.46
P01_05,142,put-in(bread),512.02
P01_05,143,fold(bag),515.89
P01_05,144,put-down(bag),518.89
P01_05,145,put-down(board:cutting),523.08
P01_05,146,take(cloth:table),525.68
P01_05,147,unfold(cloth:table),529.55
P01_05,148,move(plate),532.63
P01_05,149,dry(blade),537.34
P01_05,150,put-down(blade),538.5
P01_05,151,open(drawer),543.06
P01_05,152,take(fork),544.56
P01_05,153,close(drawer),546.05
P01_05,154,put-down(fork),547.36
P01_05,155,take(bottle),562.19
P01_05,156,open(bottle),564.6
P01_05,157,turn-on(tap),567.51
P01_05,158,pour-into(water),569.0
P01_05,159,turn-off(tap),581.98
P01_05,160,put(bottle),584.21
P01_05,161,take(box:fruit),629.77
P01_05,162,open(box:fruit),636.51
P01_05,163,take(mesh),645.96
P01_05,164,open(bin),649.63
P01_05,165,throw-into(mesh),649.99
P01_05,166,close(bin),650.52
P01_05,167,take(box:fruit),653.45
P01_05,168,wash(fruit),655.96
P01_05,169,wash(fruit),658.73
P01_05,170,turn-off(tap),678.77
P01_05,171,put-onto(fruit),687.07
P01_05,172,dry(hand),689.42
P01_05,173,adjust(hob),691.76
P01_05,174,take(sausage),695.04
P01_05,175,put-onto(sausage),696.99
P01_05,176,adjust(hob),705.86
P01_05,177,put-onto(sausage),708.14
P01_05,178,throw-into(box),716.84
P01_05,179,dry(hand),725.99
P01_05,180,hang(clothes),737.45
P01_05,181,take(clothes),739.79
P01_05,182,hang(clothes),749.04
P01_05,183,open(drawer),780.42
P01_05,184,take(tongs),781.67
P01_05,185,put-down(tongs),788.1
P01_05,186,take(spoon),789.44
P01_05,187,stir(spoon),791.31
P01_05,188,put-down(spoon),799.81
P01_05,189,adjust(hop),806.93
P01_05,190,move(saucepan),884.59
P01_05,191,adjust(hob),910.05
P01_05,192,open(drawer),945.73
P01_05,193,open(drawer),948.74
P01_05,194,close(drawer),951.04
P01_05,195,take(lighter),952.37
P01_05,196,take(candle),956.92
P01_05,197,turn-on(candle),957.86
P01_05,198,put-down(candle),968.23
P01_05,199,open(drawer),971.8
P01_05,200,close(drawer),972.73
P01_05,201,open(drawer),973.2
P01_05,202,take(tong),976.8
P01_05,203,flip(sausage),978.15
P01_05,204,flip(sausage),982.43
P01_05,205,flip(sausage),985.84
P01_05,206,flip(sausage),990.27
P01_05,207,flip(sausage),994.26
P01_05,208,flip(sausage),997.0
P01_05,209,flip(sausage),1000.7
P01_05,210,flip(sausage),1030.75
P01_05,211,flip(sausage),1034.3
P01_05,212,flip(sausage),1039.52
P01_05,213,flip(sausage),1050.09
P01_05,214,heat(sausage),1058.38
P01_05,215,put-down(tong),1081.43
P01_05,216,take(knife),1082.58
P01_05,217,check(potato),1084.2
P01_05,218,put-down(knife),1087.99
P01_05,219,adjust(hob),1089.17
P01_05,220,take(tong),1092.72
P01_05,221,adjust(hob),1094.47
P01_05,222,turn(sausage),1099.78
P01_05,223,turn(sausage),1106.84
P01_05,224,turn(sausage),1112.59
P01_05,225,turn(sausage),1127.0
